label,source_archive,source_archive_sha256,commit,archive_timestamp,experiment,run_kind,status,dataset,task,seed,configured_steps,completed_steps,visible_gpus,paper_mode_gate_passed,scientific_claim_allowed,synthetic_only,real_data_smoke,best_task_id,best_val_mse,test_mse,test_mae,test_pearsonr,test_r2,test_spearmanr,event_manifest_hash,split_manifest_hash,notes
423248a,neurotwin-a100-results-423248a-evidence.zip,28acd60971ca1deb4adc8403cc6156997594f8194ce2239bb4de730189d9ec31,423248a119463581c4526ccfb4e35b47de46d121,2026-05-28T20:29:00,moabb_a100_smoke,a100_smoke,completed_prepared_training,moabb,neural_translation_v1,0,50,50,1,,false,false,true,future_state_forecasting,39.81911225457637,46.233087047525444,5.278066957104063,0.37692144623649837,0.13790132388727439,0.3800527577362774,2cd34ad72563c13640309b8780811f945409357af4886e8b50e70d3011d26fe3,a06f2692d49f64f5f736078b891331c28911908c73,"1x A100 infrastructure smoke; source zip remains ignored under outputs/past-runs-import"
7de1e50,neurotwin-a100-results-7de1e50-evidence.zip,be3fff67b784898ec80664a25b24b80d1f6f74dbe5712f619ed1a817aac800b9,7de1e5081591ad1a763a37c0211f84ac677f3e73,2026-05-31T16:20:00,moabb_a100_smoke,a100_smoke,completed_prepared_training,moabb,neural_translation_v1,0,50,50,1,,false,false,true,future_state_forecasting,39.81911225457637,46.233087047525444,5.278066957104063,0.37692144623649837,0.13790132388727439,0.3800527577362774,a3d1b26795e3bb7995fd5f855fff7f0b978f5f2842aaf3cb67395ea47b2f1995,a06f2692d49f64f5f736078b891331c28911908c73,"1x A100 infrastructure smoke; source zip remains ignored under outputs/past-runs-import"
82e2f0b,neurotwin-a100-results-82e2f0b-evidence.zip,dd4761cc3ae2e46d0f0527392081f0315b652a7b676d800822153d21f686aa28,82e2f0b4baba8796c09ec27e98592db53ad3a002,2026-06-01T07:58:00,moabb_a100_smoke,a100_smoke,completed_prepared_training,moabb,neural_translation_v1,0,50,50,6,,false,false,true,future_state_forecasting,38.41155484226256,43.449178645901156,5.089585043259699,0.45832114842630733,0.18981238197354766,0.4567071125869526,76663ad71765adef703d35cfa6f9de721f6f87bde068c1c6da174411a199aac0,916cd4d3ecb3e1f2a5e46ed24882db5886e9b31850a182b3b995938ed39543ef,"6x A100 smoke run; source zip remains ignored under outputs/past-runs-import"
822a80e,neurotwin-a100-results-822a80e-failure-evidence.zip,64c0568c16dcbba9ecb3fa98ae434694a2c46bf4efb9ca4be3d06b73d9c9b7ae,822a80e47f87e59fbc8f9cea9b1a15cada4b6c73,2026-06-01T11:19:00,moabb_a100,a100_full,failed_6gpu_torchrun_training,moabb,neural_translation_v1,0,50000,,6,true,,,,,,,,,,,,,"Full 6x A100 run failed before summary/metrics.json was written; paper-mode gate passed before training; source zip remains ignored under outputs/past-runs-import"
